timestamp,hour,day_of_week,is_weekend,is_event,day_type,energy_kwh
2025-12-18 14:53:23.623281,14,3,0,0,weekday,23.68
2025-12-18 15:53:23.623281,15,3,0,0,weekday,22.35
2025-12-18 16:53:23.623281,16,3,0,0,weekday,23.3
2025-12-18 17:53:23.623281,17,3,0,0,weekday,26.3
2025-12-18 18:53:23.623281,18,3,0,0,weekday,47.52
2025-12-18 19:53:23.623281,19,3,0,0,weekday,49.63
2025-12-18 20:53:23.623281,20,3,0,0,weekday,59.46
2025-12-18 21:53:23.623281,21,3,0,0,weekday,51.15
2025-12-18 22:53:23.623281,22,3,0,0,weekday,40.52
2025-12-18 23:53:23.623281,23,3,0,0,weekday,7.87
2025-12-19 00:53:23.623281,0,4,0,0,weekday,8.32
2025-12-19 01:53:23.623281,1,4,0,0,weekday,8.3
2025-12-19 02:53:23.623281,2,4,0,0,weekday,7.26
2025-12-19 03:53:23.623281,3,4,0,0,weekday,8.92
2025-12-19 04:53:23.623281,4,4,0,0,weekday,9.02
2025-12-19 05:53:23.623281,5,4,0,0,weekday,6.77
2025-12-19 06:53:23.623281,6,4,0,0,weekday,24.48
2025-12-19 07:53:23.623281,7,4,0,0,weekday,25.75
2025-12-19 08:53:23.623281,8,4,0,0,weekday,25.07
2025-12-19 09:53:23.623281,9,4,0,0,weekday,27.65
2025-12-19 10:53:23.623281,10,4,0,0,weekday,21.11
2025-12-19 11:53:23.623281,11,4,0,0,weekday,26.14
2025-12-19 12:53:23.623281,12,4,0,0,weekday,23.81
2025-12-19 13:53:23.623281,13,4,0,0,weekday,29.14
2025-12-19 14:53:23.623281,14,4,0,0,weekday,22.1
2025-12-19 15:53:23.623281,15,4,0,0,weekday,25.75
2025-12-19 16:53:23.623281,16,4,0,0,weekday,28.1
2025-12-19 17:53:23.623281,17,4,0,0,weekday,29.66
2025-12-19 18:53:23.623281,18,4,0,0,weekday,39.52
2025-12-19 19:53:23.623281,19,4,0,0,weekday,46.6
2025-12-19 20:53:23.623281,20,4,0,0,weekday,48.97
2025-12-19 21:53:23.623281,21,4,0,0,weekday,57.79
2025-12-19 22:53:23.623281,22,4,0,0,weekday,43.48
2025-12-19 23:53:23.623281,23,4,0,0,weekday,7.77
2025-12-20 00:53:23.623281,0,5,1,0,weekend,5.67
2025-12-20 01:53:23.623281,1,5,1,0,weekend,8.48
2025-12-20 02:53:23.623281,2,5,1,0,weekend,8.1
2025-12-20 03:53:23.623281,3,5,1,0,weekend,10.11
2025-12-20 04:53:23.623281,4,5,1,0,weekend,8.3
2025-12-20 05:53:23.623281,5,5,1,0,weekend,8.57
2025-12-20 06:53:23.623281,6,5,1,0,weekend,28.15
2025-12-20 07:53:23.623281,7,5,1,0,weekend,29.17
2025-12-20 08:53:23.623281,8,5,1,0,weekend,31.58
2025-12-20 09:53:23.623281,9,5,1,0,weekend,27.41
2025-12-20 10:53:23.623281,10,5,1,0,weekend,31.64
2025-12-20 11:53:23.623281,11,5,1,0,weekend,28.98
2025-12-20 12:53:23.623281,12,5,1,0,weekend,26.68
2025-12-20 13:53:23.623281,13,5,1,0,weekend,31.08
2025-12-20 14:53:23.623281,14,5,1,0,weekend,30.74
2025-12-20 15:53:23.623281,15,5,1,0,weekend,30.94
2025-12-20 16:53:23.623281,16,5,1,0,weekend,33.27
2025-12-20 17:53:23.623281,17,5,1,0,weekend,30.02
2025-12-20 18:53:23.623281,18,5,1,0,weekend,38.59
2025-12-20 19:53:23.623281,19,5,1,0,weekend,49.73
2025-12-20 20:53:23.623281,20,5,1,0,weekend,51.82
2025-12-20 21:53:23.623281,21,5,1,0,weekend,50.21
2025-12-20 22:53:23.623281,22,5,1,0,weekend,40.46
2025-12-20 23:53:23.623281,23,5,1,0,weekend,6.84
2025-12-21 00:53:23.623281,0,6,1,0,weekend,6.65
2025-12-21 01:53:23.623281,1,6,1,0,weekend,7.7
2025-12-21 02:53:23.623281,2,6,1,0,weekend,7.92
2025-12-21 03:53:23.623281,3,6,1,0,weekend,8.33
2025-12-21 04:53:23.623281,4,6,1,0,weekend,8.3
2025-12-21 05:53:23.623281,5,6,1,0,weekend,8.28
2025-12-21 06:53:23.623281,6,6,1,0,weekend,29.88
2025-12-21 07:53:23.623281,7,6,1,0,weekend,31.45
2025-12-21 08:53:23.623281,8,6,1,0,weekend,30.33
2025-12-21 09:53:23.623281,9,6,1,0,weekend,28.36
2025-12-21 10:53:23.623281,10,6,1,0,weekend,28.18
2025-12-21 11:53:23.623281,11,6,1,1,event,28.09
2025-12-21 12:53:23.623281,12,6,1,1,event,33.1
2025-12-21 13:53:23.623281,13,6,1,1,event,32.53
2025-12-21 14:53:23.623281,14,6,1,1,event,31.5
2025-12-21 15:53:23.623281,15,6,1,1,event,30.12
2025-12-21 16:53:23.623281,16,6,1,1,event,30.18
2025-12-21 17:53:23.623281,17,6,1,1,event,27.56
2025-12-21 18:53:23.623281,18,6,1,1,event,82.04
2025-12-21 19:53:23.623281,19,6,1,1,event,99.3
2025-12-21 20:53:23.623281,20,6,1,1,event,99.76
2025-12-21 21:53:23.623281,21,6,1,1,event,105.91
2025-12-21 22:53:23.623281,22,6,1,1,event,84.52
2025-12-21 23:53:23.623281,23,6,1,1,event,8.53
2025-12-22 00:53:23.623281,0,0,0,1,event,8.57
2025-12-22 01:53:23.623281,1,0,0,1,event,9.58
2025-12-22 02:53:23.623281,2,0,0,1,event,8.23
2025-12-22 03:53:23.623281,3,0,0,1,event,6.49
2025-12-22 04:53:23.623281,4,0,0,1,event,7.35
2025-12-22 05:53:23.623281,5,0,0,1,event,10.91
2025-12-22 06:53:23.623281,6,0,0,1,event,26.13
2025-12-22 07:53:23.623281,7,0,0,1,event,23.44
2025-12-22 08:53:23.623281,8,0,0,1,event,24.14
2025-12-22 09:53:23.623281,9,0,0,1,event,25.33
2025-12-22 10:53:23.623281,10,0,0,1,event,24.45
2025-12-22 11:53:23.623281,11,0,0,0,weekday,26.35
2025-12-22 12:53:23.623281,12,0,0,0,weekday,27.02
2025-12-22 13:53:23.623281,13,0,0,0,weekday,24.44
2025-12-22 14:53:23.623281,14,0,0,0,weekday,24.91
2025-12-22 15:53:23.623281,15,0,0,0,weekday,23.0
2025-12-22 16:53:23.623281,16,0,0,0,weekday,22.99
2025-12-22 17:53:23.623281,17,0,0,0,weekday,27.47
2025-12-22 18:53:23.623281,18,0,0,0,weekday,40.22
2025-12-22 19:53:23.623281,19,0,0,0,weekday,45.96
2025-12-22 20:53:23.623281,20,0,0,0,weekday,56.64
2025-12-22 21:53:23.623281,21,0,0,0,weekday,48.5
2025-12-22 22:53:23.623281,22,0,0,0,weekday,40.1
2025-12-22 23:53:23.623281,23,0,0,0,weekday,8.48
2025-12-23 00:53:23.623281,0,1,0,0,weekday,8.43
2025-12-23 01:53:23.623281,1,1,0,0,weekday,8.44
2025-12-23 02:53:23.623281,2,1,0,0,weekday,9.35
2025-12-23 03:53:23.623281,3,1,0,0,weekday,6.91
2025-12-23 04:53:23.623281,4,1,0,0,weekday,8.48
2025-12-23 05:53:23.623281,5,1,0,0,weekday,8.83
2025-12-23 06:53:23.623281,6,1,0,0,weekday,24.69
2025-12-23 07:53:23.623281,7,1,0,0,weekday,24.58
2025-12-23 08:53:23.623281,8,1,0,0,weekday,26.55
2025-12-23 09:53:23.623281,9,1,0,0,weekday,23.62
2025-12-23 10:53:23.623281,10,1,0,0,weekday,24.71
2025-12-23 11:53:23.623281,11,1,0,0,weekday,21.75
2025-12-23 12:53:23.623281,12,1,0,0,weekday,25.18
2025-12-23 13:53:23.623281,13,1,0,0,weekday,25.02
2025-12-23 14:53:23.623281,14,1,0,0,weekday,25.02
2025-12-23 15:53:23.623281,15,1,0,0,weekday,24.53
2025-12-23 16:53:23.623281,16,1,0,0,weekday,25.22
2025-12-23 17:53:23.623281,17,1,0,0,weekday,30.56
2025-12-23 18:53:23.623281,18,1,0,0,weekday,43.51
2025-12-23 19:53:23.623281,19,1,0,0,weekday,46.97
2025-12-23 20:53:23.623281,20,1,0,0,weekday,50.46
2025-12-23 21:53:23.623281,21,1,0,0,weekday,53.16
2025-12-23 22:53:23.623281,22,1,0,0,weekday,40.88
2025-12-23 23:53:23.623281,23,1,0,0,weekday,7.56
2025-12-24 00:53:23.623281,0,2,0,0,weekday,7.59
2025-12-24 01:53:23.623281,1,2,0,0,weekday,6.48
2025-12-24 02:53:23.623281,2,2,0,0,weekday,8.57
2025-12-24 03:53:23.623281,3,2,0,0,weekday,7.28
2025-12-24 04:53:23.623281,4,2,0,0,weekday,9.31
2025-12-24 05:53:23.623281,5,2,0,0,weekday,9.0
2025-12-24 06:53:23.623281,6,2,0,0,weekday,25.38
2025-12-24 07:53:23.623281,7,2,0,0,weekday,26.38
2025-12-24 08:53:23.623281,8,2,0,0,weekday,27.19
2025-12-24 09:53:23.623281,9,2,0,0,weekday,29.0
2025-12-24 10:53:23.623281,10,2,0,0,weekday,24.86
2025-12-24 11:53:23.623281,11,2,0,0,weekday,27.53
2025-12-24 12:53:23.623281,12,2,0,0,weekday,23.74
2025-12-24 13:53:23.623281,13,2,0,0,weekday,23.7
2025-12-24 14:53:23.623281,14,2,0,0,weekday,27.05
2025-12-24 15:53:23.623281,15,2,0,0,weekday,23.16
2025-12-24 16:53:23.623281,16,2,0,0,weekday,24.96
2025-12-24 17:53:23.623281,17,2,0,0,weekday,25.63
2025-12-24 18:53:23.623281,18,2,0,0,weekday,38.34
2025-12-24 19:53:23.623281,19,2,0,0,weekday,50.47
2025-12-24 20:53:23.623281,20,2,0,0,weekday,59.29
2025-12-24 21:53:23.623281,21,2,0,0,weekday,53.71
2025-12-24 22:53:23.623281,22,2,0,0,weekday,39.32
2025-12-24 23:53:23.623281,23,2,0,0,weekday,7.02
2025-12-25 00:53:23.623281,0,3,0,0,weekday,8.13
2025-12-25 01:53:23.623281,1,3,0,0,weekday,5.64
2025-12-25 02:53:23.623281,2,3,0,0,weekday,8.77
2025-12-25 03:53:23.623281,3,3,0,0,weekday,8.62
2025-12-25 04:53:23.623281,4,3,0,0,weekday,7.6
2025-12-25 05:53:23.623281,5,3,0,0,weekday,8.18
2025-12-25 06:53:23.623281,6,3,0,0,weekday,27.14
2025-12-25 07:53:23.623281,7,3,0,0,weekday,27.02
2025-12-25 08:53:23.623281,8,3,0,0,weekday,24.68
2025-12-25 09:53:23.623281,9,3,0,0,weekday,27.32
2025-12-25 10:53:23.623281,10,3,0,0,weekday,21.22
2025-12-25 11:53:23.623281,11,3,0,0,weekday,23.48
2025-12-25 12:53:23.623281,12,3,0,0,weekday,26.11
2025-12-25 13:53:23.623281,13,3,0,0,weekday,24.34
2025-12-25 14:53:23.623281,14,3,0,0,weekday,22.19
2025-12-25 15:53:23.623281,15,3,0,0,weekday,27.49
2025-12-25 16:53:23.623281,16,3,0,0,weekday,27.31
2025-12-25 17:53:23.623281,17,3,0,0,weekday,24.07
2025-12-25 18:53:23.623281,18,3,0,0,weekday,39.27
2025-12-25 19:53:23.623281,19,3,0,0,weekday,51.44
2025-12-25 20:53:23.623281,20,3,0,0,weekday,50.45
2025-12-25 21:53:23.623281,21,3,0,0,weekday,48.46
2025-12-25 22:53:23.623281,22,3,0,0,weekday,42.31
2025-12-25 23:53:23.623281,23,3,0,0,weekday,7.55
2025-12-26 00:53:23.623281,0,4,0,0,weekday,9.45
2025-12-26 01:53:23.623281,1,4,0,0,weekday,7.04
2025-12-26 02:53:23.623281,2,4,0,0,weekday,6.85
2025-12-26 03:53:23.623281,3,4,0,0,weekday,8.53
2025-12-26 04:53:23.623281,4,4,0,0,weekday,7.69
2025-12-26 05:53:23.623281,5,4,0,0,weekday,7.37
2025-12-26 06:53:23.623281,6,4,0,0,weekday,24.98
2025-12-26 07:53:23.623281,7,4,0,0,weekday,23.65
2025-12-26 08:53:23.623281,8,4,0,0,weekday,24.27
2025-12-26 09:53:23.623281,9,4,0,0,weekday,23.43
2025-12-26 10:53:23.623281,10,4,0,0,weekday,23.18
2025-12-26 11:53:23.623281,11,4,0,0,weekday,25.62
2025-12-26 12:53:23.623281,12,4,0,0,weekday,23.12
2025-12-26 13:53:23.623281,13,4,0,0,weekday,22.44
2025-12-26 14:53:23.623281,14,4,0,0,weekday,19.29
2025-12-26 15:53:23.623281,15,4,0,0,weekday,28.85
2025-12-26 16:53:23.623281,16,4,0,0,weekday,23.33
2025-12-26 17:53:23.623281,17,4,0,0,weekday,25.4
2025-12-26 18:53:23.623281,18,4,0,0,weekday,49.3
2025-12-26 19:53:23.623281,19,4,0,0,weekday,51.35
2025-12-26 20:53:23.623281,20,4,0,0,weekday,52.11
2025-12-26 21:53:23.623281,21,4,0,0,weekday,49.26
2025-12-26 22:53:23.623281,22,4,0,0,weekday,39.82
2025-12-26 23:53:23.623281,23,4,0,0,weekday,8.37
2025-12-27 00:53:23.623281,0,5,1,0,weekend,6.92
2025-12-27 01:53:23.623281,1,5,1,0,weekend,7.16
2025-12-27 02:53:23.623281,2,5,1,0,weekend,8.59
2025-12-27 03:53:23.623281,3,5,1,0,weekend,9.4
2025-12-27 04:53:23.623281,4,5,1,0,weekend,8.72
2025-12-27 05:53:23.623281,5,5,1,0,weekend,8.28
2025-12-27 06:53:23.623281,6,5,1,0,weekend,30.93
2025-12-27 07:53:23.623281,7,5,1,0,weekend,29.08
2025-12-27 08:53:23.623281,8,5,1,0,weekend,27.88
2025-12-27 09:53:23.623281,9,5,1,0,weekend,27.35
2025-12-27 10:53:23.623281,10,5,1,0,weekend,28.63
2025-12-27 11:53:23.623281,11,5,1,0,weekend,31.86
2025-12-27 12:53:23.623281,12,5,1,0,weekend,31.75
2025-12-27 13:53:23.623281,13,5,1,0,weekend,29.91
2025-12-27 14:53:23.623281,14,5,1,0,weekend,31.02
2025-12-27 15:53:23.623281,15,5,1,0,weekend,29.39
2025-12-27 16:53:23.623281,16,5,1,0,weekend,30.21
2025-12-27 17:53:23.623281,17,5,1,0,weekend,29.67
2025-12-27 18:53:23.623281,18,5,1,0,weekend,37.84
2025-12-27 19:53:23.623281,19,5,1,0,weekend,49.39
2025-12-27 20:53:23.623281,20,5,1,0,weekend,56.29
2025-12-27 21:53:23.623281,21,5,1,0,weekend,53.38
2025-12-27 22:53:23.623281,22,5,1,0,weekend,41.16
2025-12-27 23:53:23.623281,23,5,1,0,weekend,8.02
2025-12-28 00:53:23.623281,0,6,1,0,weekend,8.15
2025-12-28 01:53:23.623281,1,6,1,0,weekend,9.21
2025-12-28 02:53:23.623281,2,6,1,0,weekend,7.49
2025-12-28 03:53:23.623281,3,6,1,0,weekend,8.4
2025-12-28 04:53:23.623281,4,6,1,0,weekend,5.73
2025-12-28 05:53:23.623281,5,6,1,0,weekend,6.78
2025-12-28 06:53:23.623281,6,6,1,0,weekend,29.27
2025-12-28 07:53:23.623281,7,6,1,0,weekend,32.26
2025-12-28 08:53:23.623281,8,6,1,0,weekend,31.37
2025-12-28 09:53:23.623281,9,6,1,0,weekend,26.23
2025-12-28 10:53:23.623281,10,6,1,0,weekend,30.08
2025-12-28 11:53:23.623281,11,6,1,1,event,29.13
2025-12-28 12:53:23.623281,12,6,1,1,event,32.4
2025-12-28 13:53:23.623281,13,6,1,1,event,29.26
2025-12-28 14:53:23.623281,14,6,1,1,event,30.13
2025-12-28 15:53:23.623281,15,6,1,1,event,28.27
2025-12-28 16:53:23.623281,16,6,1,1,event,33.49
2025-12-28 17:53:23.623281,17,6,1,1,event,29.09
2025-12-28 18:53:23.623281,18,6,1,1,event,79.07
2025-12-28 19:53:23.623281,19,6,1,1,event,100.72
2025-12-28 20:53:23.623281,20,6,1,1,event,99.61
2025-12-28 21:53:23.623281,21,6,1,1,event,110.05
2025-12-28 22:53:23.623281,22,6,1,1,event,90.4
2025-12-28 23:53:23.623281,23,6,1,1,event,8.12
2025-12-29 00:53:23.623281,0,0,0,1,event,6.88
2025-12-29 01:53:23.623281,1,0,0,1,event,8.75
2025-12-29 02:53:23.623281,2,0,0,1,event,8.44
2025-12-29 03:53:23.623281,3,0,0,1,event,7.34
2025-12-29 04:53:23.623281,4,0,0,1,event,6.05
2025-12-29 05:53:23.623281,5,0,0,1,event,8.05
2025-12-29 06:53:23.623281,6,0,0,1,event,26.18
2025-12-29 07:53:23.623281,7,0,0,1,event,24.8
2025-12-29 08:53:23.623281,8,0,0,1,event,22.94
2025-12-29 09:53:23.623281,9,0,0,1,event,23.78
2025-12-29 10:53:23.623281,10,0,0,1,event,23.92
2025-12-29 11:53:23.623281,11,0,0,0,weekday,23.46
2025-12-29 12:53:23.623281,12,0,0,0,weekday,25.42
2025-12-29 13:53:23.623281,13,0,0,0,weekday,25.95
2025-12-29 14:53:23.623281,14,0,0,0,weekday,22.17
2025-12-29 15:53:23.623281,15,0,0,0,weekday,25.58
2025-12-29 16:53:23.623281,16,0,0,0,weekday,22.19
2025-12-29 17:53:23.623281,17,0,0,0,weekday,23.61
2025-12-29 18:53:23.623281,18,0,0,0,weekday,35.38
2025-12-29 19:53:23.623281,19,0,0,0,weekday,43.26
2025-12-29 20:53:23.623281,20,0,0,0,weekday,58.27
2025-12-29 21:53:23.623281,21,0,0,0,weekday,49.64
2025-12-29 22:53:23.623281,22,0,0,0,weekday,44.21
2025-12-29 23:53:23.623281,23,0,0,0,weekday,6.99
2025-12-30 00:53:23.623281,0,1,0,0,weekday,8.51
2025-12-30 01:53:23.623281,1,1,0,0,weekday,8.85
2025-12-30 02:53:23.623281,2,1,0,0,weekday,9.05
2025-12-30 03:53:23.623281,3,1,0,0,weekday,8.62
2025-12-30 04:53:23.623281,4,1,0,0,weekday,8.16
2025-12-30 05:53:23.623281,5,1,0,0,weekday,7.45
2025-12-30 06:53:23.623281,6,1,0,0,weekday,24.43
2025-12-30 07:53:23.623281,7,1,0,0,weekday,24.03
2025-12-30 08:53:23.623281,8,1,0,0,weekday,24.88
2025-12-30 09:53:23.623281,9,1,0,0,weekday,25.31
2025-12-30 10:53:23.623281,10,1,0,0,weekday,26.46
2025-12-30 11:53:23.623281,11,1,0,1,event,19.24
2025-12-30 12:53:23.623281,12,1,0,1,event,23.55
2025-12-30 13:53:23.623281,13,1,0,1,event,26.95
2025-12-30 14:53:23.623281,14,1,0,1,event,27.53
2025-12-30 15:53:23.623281,15,1,0,1,event,24.88
2025-12-30 16:53:23.623281,16,1,0,1,event,25.43
