timestamp,occupancy,is_weekend,temp_outside,electricity_kwh
2025-12-14 10:36:52.411983,2,1,31.3,12.93
2025-12-14 11:36:52.411983,2,1,30.8,13.26
2025-12-14 12:36:52.411983,3,1,28.7,13.11
2025-12-14 13:36:52.411983,3,1,30.5,13.26
2025-12-14 14:36:52.411983,3,1,31.5,13.18
2025-12-14 15:36:52.411983,0,1,31.5,12.83
2025-12-14 16:36:52.411983,1,1,29.5,13.18
2025-12-14 17:36:52.411983,0,1,28.5,13.14
2025-12-14 18:36:52.411983,1,1,25.6,13.26
2025-12-14 19:36:52.411983,0,1,26.5,12.83
2025-12-14 20:36:52.411983,0,1,24.5,11.81
2025-12-14 21:36:52.411983,0,1,23.5,11.34
2025-12-14 22:36:52.411983,0,1,21.1,11.31
2025-12-14 23:36:52.411983,1,1,22.1,10.85
2025-12-15 00:36:52.411983,1,0,22.7,10.86
2025-12-15 01:36:52.411983,1,0,21.0,10.07
2025-12-15 02:36:52.411983,1,0,22.0,9.7
2025-12-15 03:36:52.411983,2,0,23.9,10.3
2025-12-15 04:36:52.411983,2,0,23.8,9.28
2025-12-15 05:36:52.411983,2,0,27.1,9.74
2025-12-15 06:36:52.411983,2,0,26.0,9.75
2025-12-15 07:36:52.411983,19,0,29.8,16.97
2025-12-15 08:36:52.411983,45,0,26.7,19.25
2025-12-15 09:36:52.411983,34,0,31.4,21.4
2025-12-15 10:36:52.411983,52,0,32.2,22.28
2025-12-15 11:36:52.411983,55,0,31.9,21.86
2025-12-15 12:36:52.411983,66,0,32.6,22.72
2025-12-15 13:36:52.411983,59,0,32.2,23.21
2025-12-15 14:36:52.411983,63,0,30.8,21.99
2025-12-15 15:36:52.411983,63,0,31.9,22.54
2025-12-15 16:36:52.411983,43,0,32.0,21.81
2025-12-15 17:36:52.411983,44,0,30.7,20.77
2025-12-15 18:36:52.411983,21,0,29.5,20.03
2025-12-15 19:36:52.411983,22,0,26.9,16.37
2025-12-15 20:36:52.411983,1,0,24.4,9.77
2025-12-15 21:36:52.411983,1,0,23.2,10.11
2025-12-15 22:36:52.411983,1,0,22.0,9.24
2025-12-15 23:36:52.411983,2,0,22.9,9.35
2025-12-16 00:36:52.411983,1,0,23.8,9.38
2025-12-16 01:36:52.411983,1,0,22.1,10.2
2025-12-16 02:36:52.411983,2,0,25.0,9.97
2025-12-16 03:36:52.411983,1,0,24.6,9.56
2025-12-16 04:36:52.411983,2,0,26.4,10.25
2025-12-16 05:36:52.411983,2,0,26.8,10.49
2025-12-16 06:36:52.411983,1,0,25.8,10.55
2025-12-16 07:36:52.411983,20,0,28.0,16.74
2025-12-16 08:36:52.411983,37,0,30.0,19.79
2025-12-16 09:36:52.411983,42,0,31.3,21.24
2025-12-16 10:36:52.411983,61,0,31.0,22.36
2025-12-16 11:36:52.411983,54,0,32.6,23.12
2025-12-16 12:36:52.411983,57,0,32.3,22.96
2025-12-16 13:36:52.411983,54,0,31.8,21.98
2025-12-16 14:36:52.411983,53,0,33.9,22.86
2025-12-16 15:36:52.411983,58,0,32.6,22.35
2025-12-16 16:36:52.411983,37,0,32.1,21.61
2025-12-16 17:36:52.411983,45,0,28.0,20.34
2025-12-16 18:36:52.411983,19,0,26.5,18.71
2025-12-16 19:36:52.411983,21,0,26.4,16.82
2025-12-16 20:36:52.411983,2,0,26.9,9.44
2025-12-16 21:36:52.411983,1,0,24.4,10.01
2025-12-16 22:36:52.411983,2,0,22.2,10.06
2025-12-16 23:36:52.411983,1,0,26.4,9.93
2025-12-17 00:36:52.411983,2,0,22.7,10.72
2025-12-17 01:36:52.411983,1,0,21.8,10.12
2025-12-17 02:36:52.411983,1,0,23.8,10.26
2025-12-17 03:36:52.411983,2,0,25.4,10.19
2025-12-17 04:36:52.411983,2,0,23.2,10.1
2025-12-17 05:36:52.411983,1,0,26.0,9.92
2025-12-17 06:36:52.411983,2,0,28.2,9.97
2025-12-17 07:36:52.411983,19,0,30.7,18.67
2025-12-17 08:36:52.411983,34,0,30.5,20.67
2025-12-17 09:36:52.411983,35,0,31.3,20.54
2025-12-17 10:36:52.411983,71,0,32.4,22.92
2025-12-17 11:36:52.411983,52,0,33.8,23.16
2025-12-17 12:36:52.411983,48,0,32.4,22.63
2025-12-17 13:36:52.411983,55,0,31.4,22.04
2025-12-17 14:36:52.411983,54,0,34.6,23.72
2025-12-17 15:36:52.411983,65,0,33.6,23.74
2025-12-17 16:36:52.411983,43,0,30.6,21.19
2025-12-17 17:36:52.411983,37,0,30.7,20.19
2025-12-17 18:36:52.411983,19,0,29.5,18.89
2025-12-17 19:36:52.411983,21,0,26.4,15.92
2025-12-17 20:36:52.411983,1,0,25.0,9.91
2025-12-17 21:36:52.411983,2,0,22.8,9.27
2025-12-17 22:36:52.411983,2,0,24.9,10.5
2025-12-17 23:36:52.411983,1,0,25.5,10.43
2025-12-18 00:36:52.411983,1,0,22.5,9.65
2025-12-18 01:36:52.411983,1,0,26.4,9.18
2025-12-18 02:36:52.411983,1,0,22.4,10.06
2025-12-18 03:36:52.411983,1,0,25.4,10.85
2025-12-18 04:36:52.411983,1,0,26.6,9.29
2025-12-18 05:36:52.411983,1,0,26.6,9.36
2025-12-18 06:36:52.411983,2,0,28.5,9.94
2025-12-18 07:36:52.411983,18,0,29.7,18.0
2025-12-18 08:36:52.411983,41,0,31.8,22.12
2025-12-18 09:36:52.411983,42,0,31.6,21.43
2025-12-18 10:36:52.411983,53,0,32.0,21.92
2025-12-18 11:36:52.411983,60,0,34.2,24.01
2025-12-18 12:36:52.411983,53,0,34.5,23.81
2025-12-18 13:36:52.411983,59,0,34.0,23.24
2025-12-18 14:36:52.411983,53,0,32.7,22.32
2025-12-18 15:36:52.411983,72,0,32.7,23.37
2025-12-18 16:36:52.411983,35,0,32.4,21.09
2025-12-18 17:36:52.411983,44,0,28.8,20.11
2025-12-18 18:36:52.411983,19,0,28.4,18.84
2025-12-18 19:36:52.411983,20,0,26.2,16.25
2025-12-18 20:36:52.411983,2,0,25.7,9.27
2025-12-18 21:36:52.411983,2,0,26.9,9.78
2025-12-18 22:36:52.411983,1,0,25.3,10.19
2025-12-18 23:36:52.411983,1,0,23.3,10.34
2025-12-19 00:36:52.411983,1,0,22.8,9.57
2025-12-19 01:36:52.411983,1,0,23.5,10.29
2025-12-19 02:36:52.411983,1,0,22.3,10.16
2025-12-19 03:36:52.411983,1,0,25.1,9.84
2025-12-19 04:36:52.411983,1,0,28.5,10.01
2025-12-19 05:36:52.411983,1,0,28.1,10.2
2025-12-19 06:36:52.411983,1,0,30.3,9.74
2025-12-19 07:36:52.411983,21,0,29.6,18.43
2025-12-19 08:36:52.411983,42,0,31.3,21.52
2025-12-19 09:36:52.411983,40,0,32.6,21.66
2025-12-19 10:36:52.411983,58,0,32.7,23.07
2025-12-19 11:36:52.411983,55,0,34.5,23.84
2025-12-19 12:36:52.411983,56,0,33.4,22.33
2025-12-19 13:36:52.411983,67,0,34.1,23.95
2025-12-19 14:36:52.411983,48,0,33.4,22.8
2025-12-19 15:36:52.411983,47,0,30.9,21.0
2025-12-19 16:36:52.411983,35,0,31.0,20.47
2025-12-19 17:36:52.411983,41,0,32.2,22.05
2025-12-19 18:36:52.411983,20,0,29.7,20.04
2025-12-19 19:36:52.411983,17,0,28.2,16.84
2025-12-19 20:36:52.411983,2,0,28.8,10.01
2025-12-19 21:36:52.411983,2,0,24.4,10.08
2025-12-19 22:36:52.411983,2,0,24.9,9.58
2025-12-19 23:36:52.411983,1,0,22.8,9.98
2025-12-20 00:36:52.411983,0,1,23.6,11.5
2025-12-20 01:36:52.411983,0,1,27.1,10.65
2025-12-20 02:36:52.411983,0,1,26.2,10.68
2025-12-20 03:36:52.411983,0,1,24.4,10.88
2025-12-20 04:36:52.411983,0,1,26.0,11.55
2025-12-20 05:36:52.411983,1,1,28.5,11.24
2025-12-20 06:36:52.411983,0,1,28.7,10.5
2025-12-20 07:36:52.411983,0,1,28.4,12.79
2025-12-20 08:36:52.411983,0,1,33.2,13.12
2025-12-20 09:36:52.411983,0,1,32.8,13.33
2025-12-20 10:36:52.411983,2,1,32.5,12.22
2025-12-20 11:36:52.411983,3,1,34.2,12.73
2025-12-20 12:36:52.411983,3,1,33.9,12.96
2025-12-20 13:36:52.411983,2,1,33.5,12.44
2025-12-20 14:36:52.411983,3,1,32.3,13.35
2025-12-20 15:36:52.411983,1,1,33.3,13.01
2025-12-20 16:36:52.411983,1,1,32.1,13.62
2025-12-20 17:36:52.411983,1,1,31.8,13.51
2025-12-20 18:36:52.411983,0,1,30.1,13.09
2025-12-20 19:36:52.411983,0,1,29.8,12.91
2025-12-20 20:36:52.411983,1,1,28.8,11.07
2025-12-20 21:36:52.411983,0,1,26.7,10.21
2025-12-20 22:36:52.411983,1,1,24.1,11.71
2025-12-20 23:36:52.411983,0,1,22.7,10.84
2025-12-21 00:36:52.411983,1,1,23.2,11.63
2025-12-21 01:36:52.411983,1,1,24.4,11.13
2025-12-21 02:36:52.411983,0,1,24.3,11.29
2025-12-21 03:36:52.411983,1,1,24.6,10.6
2025-12-21 04:36:52.411983,0,1,27.5,11.08
2025-12-21 05:36:52.411983,1,1,27.5,10.97
2025-12-21 06:36:52.411983,1,1,27.3,10.32
2025-12-21 07:36:52.411983,1,1,30.6,12.6
2025-12-21 08:36:52.411983,0,1,31.0,13.3
2025-12-21 09:36:52.411983,0,1,35.2,13.16
2025-12-21 10:36:52.411983,2,1,36.8,13.02
2025-12-21 11:36:52.411983,3,1,34.4,13.53
2025-12-21 12:36:52.411983,2,1,35.6,13.06
2025-12-21 13:36:52.411983,2,1,32.8,13.97
2025-12-21 14:36:52.411983,3,1,34.9,13.12
2025-12-21 15:36:52.411983,1,1,34.9,12.88
2025-12-21 16:36:52.411983,0,1,32.2,12.96
2025-12-21 17:36:52.411983,1,1,31.2,13.04
2025-12-21 18:36:52.411983,1,1,29.3,13.15
2025-12-21 19:36:52.411983,0,1,29.9,13.48
2025-12-21 20:36:52.411983,1,1,27.9,10.99
2025-12-21 21:36:52.411983,1,1,27.2,11.46
2025-12-21 22:36:52.411983,0,1,26.7,11.54
2025-12-21 23:36:52.411983,0,1,25.6,10.09
2025-12-22 00:36:52.411983,1,0,23.7,10.38
2025-12-22 01:36:52.411983,2,0,23.5,10.55
2025-12-22 02:36:52.411983,2,0,27.1,10.03
2025-12-22 03:36:52.411983,1,0,26.2,10.09
2025-12-22 04:36:52.411983,1,0,29.4,10.06
2025-12-22 05:36:52.411983,1,0,30.3,9.94
2025-12-22 06:36:52.411983,1,0,30.9,10.61
2025-12-22 07:36:52.411983,21,0,31.9,19.54
2025-12-22 08:36:52.411983,38,0,32.3,21.62
2025-12-22 09:36:52.411983,36,0,34.9,22.38
2025-12-22 10:36:52.411983,71,0,38.3,25.58
2025-12-22 11:36:52.411983,54,0,35.1,23.75
2025-12-22 12:36:52.411983,63,0,36.3,24.58
2025-12-22 13:36:52.411983,56,0,36.7,24.55
2025-12-22 14:36:52.411983,53,0,37.3,24.53
2025-12-22 15:36:52.411983,59,0,33.4,23.59
2025-12-22 16:36:52.411983,44,0,31.7,21.87
2025-12-22 17:36:52.411983,42,0,31.5,22.42
2025-12-22 18:36:52.411983,19,0,31.6,20.75
2025-12-22 19:36:52.411983,18,0,30.9,18.32
2025-12-22 20:36:52.411983,1,0,29.0,9.5
2025-12-22 21:36:52.411983,2,0,26.3,10.61
2025-12-22 22:36:52.411983,2,0,25.9,9.47
2025-12-22 23:36:52.411983,1,0,24.4,10.35
2025-12-23 00:36:52.411983,1,0,26.6,9.47
2025-12-23 01:36:52.411983,2,0,25.1,10.52
2025-12-23 02:36:52.411983,1,0,25.9,10.76
2025-12-23 03:36:52.411983,1,0,28.0,10.39
2025-12-23 04:36:52.411983,2,0,28.6,10.15
2025-12-23 05:36:52.411983,1,0,27.5,9.99
2025-12-23 06:36:52.411983,1,0,31.0,10.28
2025-12-23 07:36:52.411983,21,0,31.1,18.24
2025-12-23 08:36:52.411983,46,0,35.9,24.07
2025-12-23 09:36:52.411983,33,0,33.6,22.37
2025-12-23 10:36:52.411983,58,0,33.7,22.61
2025-12-23 11:36:52.411983,61,0,35.3,24.08
2025-12-23 12:36:52.411983,65,0,35.6,23.74
2025-12-23 13:36:52.411983,56,0,35.1,24.3
2025-12-23 14:36:52.411983,61,0,34.7,23.82
2025-12-23 15:36:52.411983,64,0,34.7,24.0
2025-12-23 16:36:52.411983,32,0,33.3,22.0
2025-12-23 17:36:52.411983,39,0,32.5,22.64
2025-12-23 18:36:52.411983,22,0,32.7,21.27
2025-12-23 19:36:52.411983,18,0,29.0,16.86
2025-12-23 20:36:52.411983,1,0,29.5,10.68
2025-12-23 21:36:52.411983,1,0,28.0,9.3
2025-12-23 22:36:52.411983,1,0,26.9,10.35
2025-12-23 23:36:52.411983,2,0,25.2,10.05
2025-12-24 00:36:52.411983,2,0,28.1,9.79
2025-12-24 01:36:52.411983,1,0,24.1,10.28
2025-12-24 02:36:52.411983,2,0,25.9,9.46
2025-12-24 03:36:52.411983,1,0,30.1,10.48
2025-12-24 04:36:52.411983,2,0,29.0,9.52
2025-12-24 05:36:52.411983,2,0,29.0,9.81
2025-12-24 06:36:52.411983,1,0,31.4,9.33
2025-12-24 07:36:52.411983,21,0,32.9,20.2
2025-12-24 08:36:52.411983,38,0,32.7,21.67
2025-12-24 09:36:52.411983,40,0,33.2,23.03
2025-12-24 10:36:52.411983,56,0,35.0,23.97
2025-12-24 11:36:52.411983,58,0,36.5,23.91
2025-12-24 12:36:52.411983,57,0,36.6,25.28
2025-12-24 13:36:52.411983,59,0,35.5,23.81
2025-12-24 14:36:52.411983,57,0,37.1,24.89
2025-12-24 15:36:52.411983,48,0,34.6,22.64
2025-12-24 16:36:52.411983,35,0,34.1,22.57
2025-12-24 17:36:52.411983,43,0,33.0,22.74
2025-12-24 18:36:52.411983,18,0,30.7,20.34
2025-12-24 19:36:52.411983,18,0,30.5,17.86
2025-12-24 20:36:52.411983,1,0,29.3,10.3
2025-12-24 21:36:52.411983,2,0,27.7,10.23
2025-12-24 22:36:52.411983,2,0,26.7,9.55
2025-12-24 23:36:52.411983,2,0,25.9,9.89
2025-12-25 00:36:52.411983,2,0,26.8,10.89
2025-12-25 01:36:52.411983,1,0,27.1,9.61
2025-12-25 02:36:52.411983,2,0,30.1,9.88
2025-12-25 03:36:52.411983,2,0,28.9,10.0
2025-12-25 04:36:52.411983,1,0,31.1,9.7
2025-12-25 05:36:52.411983,2,0,28.2,9.88
2025-12-25 06:36:52.411983,2,0,31.7,10.05
2025-12-25 07:36:52.411983,19,0,31.1,18.16
2025-12-25 08:36:52.411983,39,0,33.2,22.18
2025-12-25 09:36:52.411983,40,0,31.2,21.22
2025-12-25 10:36:52.411983,65,0,35.5,24.35
2025-12-25 11:36:52.411983,66,0,34.4,24.35
2025-12-25 12:36:52.411983,56,0,36.1,24.25
2025-12-25 13:36:52.411983,54,0,35.5,24.09
2025-12-25 14:36:52.411983,68,0,36.7,24.15
2025-12-25 15:36:52.411983,64,0,35.7,24.98
2025-12-25 16:36:52.411983,35,0,38.8,24.19
2025-12-25 17:36:52.411983,39,0,33.9,23.5
2025-12-25 18:36:52.411983,17,0,31.0,20.8
2025-12-25 19:36:52.411983,22,0,28.8,17.18
2025-12-25 20:36:52.411983,1,0,27.3,10.46
2025-12-25 21:36:52.411983,1,0,27.0,10.17
2025-12-25 22:36:52.411983,2,0,28.3,10.24
2025-12-25 23:36:52.411983,1,0,27.7,10.37
2025-12-26 00:36:52.411983,2,0,24.9,10.05
2025-12-26 01:36:52.411983,1,0,25.8,11.14
2025-12-26 02:36:52.411983,1,0,26.5,10.01
2025-12-26 03:36:52.411983,2,0,28.1,10.52
2025-12-26 04:36:52.411983,2,0,27.0,9.66
2025-12-26 05:36:52.411983,1,0,31.4,10.3
2025-12-26 06:36:52.411983,2,0,32.5,9.58
2025-12-26 07:36:52.411983,19,0,35.1,20.78
2025-12-26 08:36:52.411983,41,0,33.9,21.97
2025-12-26 09:36:52.411983,39,0,33.7,22.54
2025-12-26 10:36:52.411983,61,0,35.1,23.18
2025-12-26 11:36:52.411983,66,0,34.9,24.12
2025-12-26 12:36:52.411983,62,0,36.0,24.01
2025-12-26 13:36:52.411983,69,0,36.3,25.16
2025-12-26 14:36:52.411983,50,0,35.1,23.47
2025-12-26 15:36:52.411983,58,0,35.2,23.74
2025-12-26 16:36:52.411983,45,0,35.3,23.42
2025-12-26 17:36:52.411983,37,0,32.1,21.79
2025-12-26 18:36:52.411983,22,0,32.3,20.86
2025-12-26 19:36:52.411983,19,0,29.4,17.76
2025-12-26 20:36:52.411983,2,0,30.1,9.43
2025-12-26 21:36:52.411983,1,0,29.4,10.14
2025-12-26 22:36:52.411983,2,0,27.3,9.73
2025-12-26 23:36:52.411983,1,0,26.3,10.53
2025-12-27 00:36:52.411983,1,1,27.5,10.51
2025-12-27 01:36:52.411983,1,1,27.2,11.33
2025-12-27 02:36:52.411983,1,1,28.0,11.53
2025-12-27 03:36:52.411983,0,1,28.9,11.14
2025-12-27 04:36:52.411983,0,1,28.5,11.35
2025-12-27 05:36:52.411983,1,1,30.6,10.09
2025-12-27 06:36:52.411983,1,1,33.2,11.18
2025-12-27 07:36:52.411983,0,1,31.9,12.98
2025-12-27 08:36:52.411983,0,1,33.2,13.45
2025-12-27 09:36:52.411983,0,1,34.2,13.12
2025-12-27 10:36:52.411983,2,1,35.6,12.85
2025-12-27 11:36:52.411983,3,1,36.6,14.08
2025-12-27 12:36:52.411983,3,1,36.9,13.06
2025-12-27 13:36:52.411983,2,1,38.2,12.92
2025-12-27 14:36:52.411983,2,1,35.1,13.28
2025-12-27 15:36:52.411983,1,1,33.9,13.46
2025-12-27 16:36:52.411983,1,1,37.1,12.66
2025-12-27 17:36:52.411983,1,1,33.8,13.09
2025-12-27 18:36:52.411983,1,1,28.3,12.56
2025-12-27 19:36:52.411983,1,1,31.5,12.68
2025-12-27 20:36:52.411983,0,1,28.8,11.18
2025-12-27 21:36:52.411983,0,1,26.9,10.78
2025-12-27 22:36:52.411983,0,1,28.1,10.62
2025-12-27 23:36:52.411983,1,1,28.3,11.28
2025-12-28 00:36:52.411983,1,1,26.2,11.6
2025-12-28 01:36:52.411983,0,1,27.7,11.61
2025-12-28 02:36:52.411983,0,1,28.4,11.18
2025-12-28 03:36:52.411983,1,1,29.0,11.56
2025-12-28 04:36:52.411983,0,1,29.3,10.73
2025-12-28 05:36:52.411983,0,1,30.4,11.16
2025-12-28 06:36:52.411983,1,1,30.5,11.32
2025-12-28 07:36:52.411983,0,1,35.2,12.69
2025-12-28 08:36:52.411983,1,1,33.9,13.31
2025-12-28 09:36:52.411983,0,1,35.6,13.3
2025-12-28 10:36:52.411983,3,1,38.0,13.09
2025-12-28 11:36:52.411983,3,1,37.5,12.85
2025-12-28 12:36:52.411983,2,1,37.8,13.8
2025-12-28 13:36:52.411983,3,1,37.0,13.32
2025-12-28 14:36:52.411983,3,1,36.4,12.88
2025-12-28 15:36:52.411983,1,1,35.8,12.27
2025-12-28 16:36:52.411983,0,1,33.2,13.6
2025-12-28 17:36:52.411983,0,1,33.1,12.87
2025-12-28 18:36:52.411983,0,1,33.5,13.22
2025-12-28 19:36:52.411983,0,1,31.1,12.35
2025-12-28 20:36:52.411983,1,1,28.7,11.02
2025-12-28 21:36:52.411983,0,1,28.9,10.96
2025-12-28 22:36:52.411983,0,1,28.7,11.0
2025-12-28 23:36:52.411983,0,1,28.4,11.27
2025-12-29 00:36:52.411983,1,0,29.6,10.24
2025-12-29 01:36:52.411983,2,0,27.8,9.59
2025-12-29 02:36:52.411983,1,0,28.5,10.09
2025-12-29 03:36:52.411983,2,0,28.8,10.21
2025-12-29 04:36:52.411983,1,0,26.8,9.88
2025-12-29 05:36:52.411983,1,0,30.5,9.86
2025-12-29 06:36:52.411983,1,0,33.0,9.81
2025-12-29 07:36:52.411983,18,0,34.7,20.06
2025-12-29 08:36:52.411983,39,0,31.9,22.22
2025-12-29 09:36:52.411983,43,0,33.9,22.31
2025-12-29 10:36:52.411983,54,0,37.7,25.17
2025-12-29 11:36:52.411983,64,0,37.7,25.0
2025-12-29 12:36:52.411983,53,0,35.0,24.08
2025-12-29 13:36:52.411983,53,0,36.5,24.0
2025-12-29 14:36:52.411983,55,0,38.5,25.46
2025-12-29 15:36:52.411983,59,0,35.7,24.26
2025-12-29 16:36:52.411983,39,0,34.3,22.7
2025-12-29 17:36:52.411983,39,0,34.0,22.96
2025-12-29 18:36:52.411983,18,0,32.3,21.43
2025-12-29 19:36:52.411983,21,0,29.9,17.97
2025-12-29 20:36:52.411983,2,0,28.6,10.88
2025-12-29 21:36:52.411983,2,0,28.1,10.4
2025-12-29 22:36:52.411983,1,0,27.0,10.32
2025-12-29 23:36:52.411983,1,0,24.5,10.53
2025-12-30 00:36:52.411983,2,0,26.6,10.27
2025-12-30 01:36:52.411983,2,0,25.6,10.15
2025-12-30 02:36:52.411983,2,0,27.4,10.43
2025-12-30 03:36:52.411983,2,0,30.3,10.59
2025-12-30 04:36:52.411983,2,0,31.3,9.83
2025-12-30 05:36:52.411983,2,0,31.3,9.92
2025-12-30 06:36:52.411983,1,0,33.2,10.0
2025-12-30 07:36:52.411983,18,0,34.1,19.8
2025-12-30 08:36:52.411983,37,0,34.8,23.43
2025-12-30 09:36:52.411983,36,0,36.1,23.39
2025-12-30 10:36:52.411983,62,0,37.5,24.64
2025-12-30 11:36:52.411983,52,0,37.7,25.15
2025-12-30 12:36:52.411983,69,0,35.7,25.27
2025-12-30 13:36:52.411983,53,0,38.0,25.24
2025-12-30 14:36:52.411983,56,0,38.4,25.0
2025-12-30 15:36:52.411983,68,0,36.9,25.86
2025-12-30 16:36:52.411983,36,0,32.2,21.66
2025-12-30 17:36:52.411983,39,0,33.7,21.64
2025-12-30 18:36:52.411983,19,0,33.1,20.53
2025-12-30 19:36:52.411983,19,0,31.2,18.0
2025-12-30 20:36:52.411983,1,0,29.3,10.22
2025-12-30 21:36:52.411983,1,0,27.5,9.87
2025-12-30 22:36:52.411983,1,0,28.6,10.22
2025-12-30 23:36:52.411983,2,0,27.5,10.65
2025-12-31 00:36:52.411983,1,0,27.2,10.21
2025-12-31 01:36:52.411983,1,0,27.3,9.02
2025-12-31 02:36:52.411983,2,0,27.9,9.88
2025-12-31 03:36:52.411983,2,0,30.3,10.16
2025-12-31 04:36:52.411983,2,0,27.2,10.41
2025-12-31 05:36:52.411983,2,0,31.6,10.58
2025-12-31 06:36:52.411983,1,0,32.8,10.12
2025-12-31 07:36:52.411983,22,0,33.0,19.64
2025-12-31 08:36:52.411983,36,0,37.3,24.26
2025-12-31 09:36:52.411983,42,0,36.1,23.47
2025-12-31 10:36:52.411983,63,0,38.5,26.32
2025-12-31 11:36:52.411983,63,0,36.1,24.72
2025-12-31 12:36:52.411983,57,0,39.7,25.7
2025-12-31 13:36:52.411983,54,0,39.0,25.29
2025-12-31 14:36:52.411983,62,0,36.1,23.79
2025-12-31 15:36:52.411983,64,0,37.3,24.98
2025-12-31 16:36:52.411983,37,0,35.8,22.37
2025-12-31 17:36:52.411983,47,0,35.0,23.13
2025-12-31 18:36:52.411983,19,0,30.2,19.22
2025-12-31 19:36:52.411983,19,0,31.8,18.28
2025-12-31 20:36:52.411983,1,0,29.2,9.95
2025-12-31 21:36:52.411983,1,0,29.6,10.45
2025-12-31 22:36:52.411983,2,0,29.5,9.78
2025-12-31 23:36:52.411983,2,0,26.9,9.4
2026-01-01 00:36:52.411983,2,0,28.1,9.89
2026-01-01 01:36:52.411983,2,0,27.8,9.93
2026-01-01 02:36:52.411983,2,0,29.9,10.01
2026-01-01 03:36:52.411983,2,0,29.0,10.29
2026-01-01 04:36:52.411983,1,0,30.5,10.09
2026-01-01 05:36:52.411983,2,0,32.1,9.61
2026-01-01 06:36:52.411983,1,0,32.7,10.0
2026-01-01 07:36:52.411983,17,0,34.2,20.21
2026-01-01 08:36:52.411983,40,0,33.4,23.21
2026-01-01 09:36:52.411983,42,0,35.9,24.21
2026-01-01 10:36:52.411983,52,0,36.6,24.07
2026-01-01 11:36:52.411983,59,0,37.0,24.62
2026-01-01 12:36:52.411983,65,0,36.2,24.52
2026-01-01 13:36:52.411983,68,0,38.4,25.89
2026-01-01 14:36:52.411983,63,0,38.3,26.02
2026-01-01 15:36:52.411983,65,0,35.7,24.21
2026-01-01 16:36:52.411983,34,0,35.3,23.32
2026-01-01 17:36:52.411983,43,0,36.8,24.21
2026-01-01 18:36:52.411983,19,0,33.2,21.41
2026-01-01 19:36:52.411983,20,0,30.1,17.33
2026-01-01 20:36:52.411983,1,0,30.7,10.69
2026-01-01 21:36:52.411983,2,0,30.7,9.75
2026-01-01 22:36:52.411983,1,0,28.1,10.24
2026-01-01 23:36:52.411983,2,0,29.7,9.91
2026-01-02 00:36:52.411983,2,0,28.6,10.15
2026-01-02 01:36:52.411983,1,0,27.9,9.21
2026-01-02 02:36:52.411983,2,0,26.3,9.83
2026-01-02 03:36:52.411983,2,0,30.3,10.61
2026-01-02 04:36:52.411983,1,0,30.8,9.85
2026-01-02 05:36:52.411983,1,0,32.7,9.56
2026-01-02 06:36:52.411983,2,0,33.4,9.43
