timestamp,occupancy,is_weekend,temp_outside,energy_kwh,hour,day_of_week,date,cluster,cluster_label
2025-12-14 15:36:52.411983,0,1,31.5,12.83,15,6,2025-12-14,0,low_usage
2025-12-14 16:36:52.411983,1,1,29.5,13.18,16,6,2025-12-14,0,low_usage
2025-12-14 17:36:52.411983,0,1,28.5,13.14,17,6,2025-12-14,0,low_usage
2025-12-14 18:36:52.411983,1,1,25.6,13.26,18,6,2025-12-14,0,low_usage
2025-12-14 19:36:52.411983,0,1,26.5,12.83,19,6,2025-12-14,0,low_usage
2025-12-14 20:36:52.411983,0,1,24.5,11.81,20,6,2025-12-14,0,low_usage
2025-12-14 21:36:52.411983,0,1,23.5,11.34,21,6,2025-12-14,0,low_usage
2025-12-14 22:36:52.411983,0,1,21.1,11.31,22,6,2025-12-14,0,low_usage
2025-12-14 23:36:52.411983,1,1,22.1,10.85,23,6,2025-12-14,0,low_usage
2025-12-15 00:36:52.411983,1,0,22.7,10.86,0,0,2025-12-15,1,high_usage
2025-12-15 01:36:52.411983,1,0,21.0,10.07,1,0,2025-12-15,1,high_usage
2025-12-15 02:36:52.411983,1,0,22.0,9.7,2,0,2025-12-15,1,high_usage
2025-12-15 03:36:52.411983,2,0,23.9,10.3,3,0,2025-12-15,1,high_usage
2025-12-15 04:36:52.411983,2,0,23.8,9.28,4,0,2025-12-15,1,high_usage
2025-12-15 05:36:52.411983,2,0,27.1,9.74,5,0,2025-12-15,1,high_usage
2025-12-15 06:36:52.411983,2,0,26.0,9.75,6,0,2025-12-15,1,high_usage
2025-12-15 07:36:52.411983,19,0,29.8,16.97,7,0,2025-12-15,1,high_usage
2025-12-15 08:36:52.411983,45,0,26.7,19.25,8,0,2025-12-15,1,high_usage
2025-12-15 09:36:52.411983,34,0,31.4,21.4,9,0,2025-12-15,1,high_usage
2025-12-15 10:36:52.411983,52,0,32.2,22.28,10,0,2025-12-15,1,high_usage
2025-12-15 11:36:52.411983,55,0,31.9,21.86,11,0,2025-12-15,1,high_usage
2025-12-15 12:36:52.411983,66,0,32.6,22.72,12,0,2025-12-15,1,high_usage
2025-12-15 13:36:52.411983,59,0,32.2,23.21,13,0,2025-12-15,1,high_usage
2025-12-15 14:36:52.411983,63,0,30.8,21.99,14,0,2025-12-15,1,high_usage
2025-12-15 15:36:52.411983,63,0,31.9,22.54,15,0,2025-12-15,1,high_usage
2025-12-15 16:36:52.411983,43,0,32.0,21.81,16,0,2025-12-15,1,high_usage
2025-12-15 17:36:52.411983,44,0,30.7,20.77,17,0,2025-12-15,1,high_usage
2025-12-15 18:36:52.411983,21,0,29.5,20.03,18,0,2025-12-15,1,high_usage
2025-12-15 19:36:52.411983,22,0,26.9,16.37,19,0,2025-12-15,1,high_usage
2025-12-15 20:36:52.411983,1,0,24.4,9.77,20,0,2025-12-15,1,high_usage
2025-12-15 21:36:52.411983,1,0,23.2,10.11,21,0,2025-12-15,1,high_usage
2025-12-15 22:36:52.411983,1,0,22.0,9.24,22,0,2025-12-15,1,high_usage
2025-12-15 23:36:52.411983,2,0,22.9,9.35,23,0,2025-12-15,1,high_usage
2025-12-16 00:36:52.411983,1,0,23.8,9.38,0,1,2025-12-16,1,high_usage
2025-12-16 01:36:52.411983,1,0,22.1,10.2,1,1,2025-12-16,1,high_usage
2025-12-16 02:36:52.411983,2,0,25.0,9.97,2,1,2025-12-16,1,high_usage
2025-12-16 03:36:52.411983,1,0,24.6,9.56,3,1,2025-12-16,1,high_usage
2025-12-16 04:36:52.411983,2,0,26.4,10.25,4,1,2025-12-16,1,high_usage
2025-12-16 05:36:52.411983,2,0,26.8,10.49,5,1,2025-12-16,1,high_usage
2025-12-16 06:36:52.411983,1,0,25.8,10.55,6,1,2025-12-16,1,high_usage
2025-12-16 07:36:52.411983,20,0,28.0,16.74,7,1,2025-12-16,1,high_usage
2025-12-16 08:36:52.411983,37,0,30.0,19.79,8,1,2025-12-16,1,high_usage
2025-12-16 09:36:52.411983,42,0,31.3,21.24,9,1,2025-12-16,1,high_usage
2025-12-16 10:36:52.411983,61,0,31.0,22.36,10,1,2025-12-16,1,high_usage
2025-12-16 11:36:52.411983,54,0,32.6,23.12,11,1,2025-12-16,1,high_usage
2025-12-16 12:36:52.411983,57,0,32.3,22.96,12,1,2025-12-16,1,high_usage
2025-12-16 13:36:52.411983,54,0,31.8,21.98,13,1,2025-12-16,1,high_usage
2025-12-16 14:36:52.411983,53,0,33.9,22.86,14,1,2025-12-16,1,high_usage
2025-12-16 15:36:52.411983,58,0,32.6,22.35,15,1,2025-12-16,1,high_usage
2025-12-16 16:36:52.411983,37,0,32.1,21.61,16,1,2025-12-16,1,high_usage
2025-12-16 17:36:52.411983,45,0,28.0,20.34,17,1,2025-12-16,1,high_usage
2025-12-16 18:36:52.411983,19,0,26.5,18.71,18,1,2025-12-16,1,high_usage
2025-12-16 19:36:52.411983,21,0,26.4,16.82,19,1,2025-12-16,1,high_usage
2025-12-16 20:36:52.411983,2,0,26.9,9.44,20,1,2025-12-16,1,high_usage
2025-12-16 21:36:52.411983,1,0,24.4,10.01,21,1,2025-12-16,1,high_usage
2025-12-16 22:36:52.411983,2,0,22.2,10.06,22,1,2025-12-16,1,high_usage
2025-12-16 23:36:52.411983,1,0,26.4,9.93,23,1,2025-12-16,1,high_usage
2025-12-17 00:36:52.411983,2,0,22.7,10.72,0,2,2025-12-17,1,high_usage
2025-12-17 01:36:52.411983,1,0,21.8,10.12,1,2,2025-12-17,1,high_usage
2025-12-17 02:36:52.411983,1,0,23.8,10.26,2,2,2025-12-17,1,high_usage
2025-12-17 03:36:52.411983,2,0,25.4,10.19,3,2,2025-12-17,1,high_usage
2025-12-17 04:36:52.411983,2,0,23.2,10.1,4,2,2025-12-17,1,high_usage
2025-12-17 05:36:52.411983,1,0,26.0,9.92,5,2,2025-12-17,1,high_usage
2025-12-17 06:36:52.411983,2,0,28.2,9.97,6,2,2025-12-17,1,high_usage
2025-12-17 07:36:52.411983,19,0,30.7,18.67,7,2,2025-12-17,1,high_usage
2025-12-17 08:36:52.411983,34,0,30.5,20.67,8,2,2025-12-17,1,high_usage
2025-12-17 09:36:52.411983,35,0,31.3,20.54,9,2,2025-12-17,1,high_usage
2025-12-17 10:36:52.411983,71,0,32.4,22.92,10,2,2025-12-17,1,high_usage
2025-12-17 11:36:52.411983,52,0,33.8,23.16,11,2,2025-12-17,1,high_usage
2025-12-17 12:36:52.411983,48,0,32.4,22.63,12,2,2025-12-17,1,high_usage
2025-12-17 13:36:52.411983,55,0,31.4,22.04,13,2,2025-12-17,1,high_usage
2025-12-17 14:36:52.411983,54,0,34.6,23.72,14,2,2025-12-17,1,high_usage
2025-12-17 15:36:52.411983,65,0,33.6,23.74,15,2,2025-12-17,1,high_usage
2025-12-17 16:36:52.411983,43,0,30.6,21.19,16,2,2025-12-17,1,high_usage
2025-12-17 17:36:52.411983,37,0,30.7,20.19,17,2,2025-12-17,1,high_usage
2025-12-17 18:36:52.411983,19,0,29.5,18.89,18,2,2025-12-17,1,high_usage
2025-12-17 19:36:52.411983,21,0,26.4,15.92,19,2,2025-12-17,1,high_usage
2025-12-17 20:36:52.411983,1,0,25.0,9.91,20,2,2025-12-17,1,high_usage
2025-12-17 21:36:52.411983,2,0,22.8,9.27,21,2,2025-12-17,1,high_usage
2025-12-17 22:36:52.411983,2,0,24.9,10.5,22,2,2025-12-17,1,high_usage
2025-12-17 23:36:52.411983,1,0,25.5,10.43,23,2,2025-12-17,1,high_usage
2025-12-18 00:36:52.411983,1,0,22.5,9.65,0,3,2025-12-18,1,high_usage
2025-12-18 01:36:52.411983,1,0,26.4,9.18,1,3,2025-12-18,1,high_usage
2025-12-18 02:36:52.411983,1,0,22.4,10.06,2,3,2025-12-18,1,high_usage
2025-12-18 03:36:52.411983,1,0,25.4,10.85,3,3,2025-12-18,1,high_usage
2025-12-18 04:36:52.411983,1,0,26.6,9.29,4,3,2025-12-18,1,high_usage
2025-12-18 05:36:52.411983,1,0,26.6,9.36,5,3,2025-12-18,1,high_usage
2025-12-18 06:36:52.411983,2,0,28.5,9.94,6,3,2025-12-18,1,high_usage
2025-12-18 07:36:52.411983,18,0,29.7,18.0,7,3,2025-12-18,1,high_usage
2025-12-18 08:36:52.411983,41,0,31.8,22.12,8,3,2025-12-18,1,high_usage
2025-12-18 09:36:52.411983,42,0,31.6,21.43,9,3,2025-12-18,1,high_usage
2025-12-18 10:36:52.411983,53,0,32.0,21.92,10,3,2025-12-18,1,high_usage
2025-12-18 11:36:52.411983,60,0,34.2,24.01,11,3,2025-12-18,1,high_usage
2025-12-18 12:36:52.411983,53,0,34.5,23.81,12,3,2025-12-18,1,high_usage
2025-12-18 13:36:52.411983,59,0,34.0,23.24,13,3,2025-12-18,1,high_usage
2025-12-18 14:36:52.411983,53,0,32.7,22.32,14,3,2025-12-18,1,high_usage
2025-12-18 15:36:52.411983,72,0,32.7,23.37,15,3,2025-12-18,1,high_usage
2025-12-18 16:36:52.411983,35,0,32.4,21.09,16,3,2025-12-18,1,high_usage
2025-12-18 17:36:52.411983,44,0,28.8,20.11,17,3,2025-12-18,1,high_usage
2025-12-18 18:36:52.411983,19,0,28.4,18.84,18,3,2025-12-18,1,high_usage
2025-12-18 19:36:52.411983,20,0,26.2,16.25,19,3,2025-12-18,1,high_usage
2025-12-18 20:36:52.411983,2,0,25.7,9.27,20,3,2025-12-18,1,high_usage
2025-12-18 21:36:52.411983,2,0,26.9,9.78,21,3,2025-12-18,1,high_usage
2025-12-18 22:36:52.411983,1,0,25.3,10.19,22,3,2025-12-18,1,high_usage
2025-12-18 23:36:52.411983,1,0,23.3,10.34,23,3,2025-12-18,1,high_usage
2025-12-19 00:36:52.411983,1,0,22.8,9.57,0,4,2025-12-19,1,high_usage
2025-12-19 01:36:52.411983,1,0,23.5,10.29,1,4,2025-12-19,1,high_usage
2025-12-19 02:36:52.411983,1,0,22.3,10.16,2,4,2025-12-19,1,high_usage
2025-12-19 03:36:52.411983,1,0,25.1,9.84,3,4,2025-12-19,1,high_usage
2025-12-19 04:36:52.411983,1,0,28.5,10.01,4,4,2025-12-19,1,high_usage
2025-12-19 05:36:52.411983,1,0,28.1,10.2,5,4,2025-12-19,1,high_usage
2025-12-19 06:36:52.411983,1,0,30.3,9.74,6,4,2025-12-19,1,high_usage
2025-12-19 07:36:52.411983,21,0,29.6,18.43,7,4,2025-12-19,1,high_usage
2025-12-19 08:36:52.411983,42,0,31.3,21.52,8,4,2025-12-19,1,high_usage
2025-12-19 09:36:52.411983,40,0,32.6,21.66,9,4,2025-12-19,1,high_usage
2025-12-19 10:36:52.411983,58,0,32.7,23.07,10,4,2025-12-19,1,high_usage
2025-12-19 11:36:52.411983,55,0,34.5,23.84,11,4,2025-12-19,1,high_usage
2025-12-19 12:36:52.411983,56,0,33.4,22.33,12,4,2025-12-19,1,high_usage
2025-12-19 13:36:52.411983,67,0,34.1,23.95,13,4,2025-12-19,1,high_usage
2025-12-19 14:36:52.411983,48,0,33.4,22.8,14,4,2025-12-19,1,high_usage
2025-12-19 15:36:52.411983,47,0,30.9,21.0,15,4,2025-12-19,1,high_usage
2025-12-19 16:36:52.411983,35,0,31.0,20.47,16,4,2025-12-19,1,high_usage
2025-12-19 17:36:52.411983,41,0,32.2,22.05,17,4,2025-12-19,1,high_usage
2025-12-19 18:36:52.411983,20,0,29.7,20.04,18,4,2025-12-19,1,high_usage
2025-12-19 19:36:52.411983,17,0,28.2,16.84,19,4,2025-12-19,1,high_usage
2025-12-19 20:36:52.411983,2,0,28.8,10.01,20,4,2025-12-19,1,high_usage
2025-12-19 21:36:52.411983,2,0,24.4,10.08,21,4,2025-12-19,1,high_usage
2025-12-19 22:36:52.411983,2,0,24.9,9.58,22,4,2025-12-19,1,high_usage
2025-12-19 23:36:52.411983,1,0,22.8,9.98,23,4,2025-12-19,1,high_usage
2025-12-20 00:36:52.411983,0,1,23.6,11.5,0,5,2025-12-20,0,low_usage
2025-12-20 01:36:52.411983,0,1,27.1,10.65,1,5,2025-12-20,0,low_usage
2025-12-20 02:36:52.411983,0,1,26.2,10.68,2,5,2025-12-20,0,low_usage
2025-12-20 03:36:52.411983,0,1,24.4,10.88,3,5,2025-12-20,0,low_usage
2025-12-20 04:36:52.411983,0,1,26.0,11.55,4,5,2025-12-20,0,low_usage
2025-12-20 05:36:52.411983,1,1,28.5,11.24,5,5,2025-12-20,0,low_usage
2025-12-20 06:36:52.411983,0,1,28.7,10.5,6,5,2025-12-20,0,low_usage
2025-12-20 07:36:52.411983,0,1,28.4,12.79,7,5,2025-12-20,0,low_usage
2025-12-20 08:36:52.411983,0,1,33.2,13.12,8,5,2025-12-20,0,low_usage
2025-12-20 09:36:52.411983,0,1,32.8,13.33,9,5,2025-12-20,0,low_usage
2025-12-20 10:36:52.411983,2,1,32.5,12.22,10,5,2025-12-20,0,low_usage
2025-12-20 11:36:52.411983,3,1,34.2,12.73,11,5,2025-12-20,0,low_usage
2025-12-20 12:36:52.411983,3,1,33.9,12.96,12,5,2025-12-20,0,low_usage
2025-12-20 13:36:52.411983,2,1,33.5,12.44,13,5,2025-12-20,0,low_usage
2025-12-20 14:36:52.411983,3,1,32.3,13.35,14,5,2025-12-20,0,low_usage
2025-12-20 15:36:52.411983,1,1,33.3,13.01,15,5,2025-12-20,0,low_usage
2025-12-20 16:36:52.411983,1,1,32.1,13.62,16,5,2025-12-20,0,low_usage
2025-12-20 17:36:52.411983,1,1,31.8,13.51,17,5,2025-12-20,0,low_usage
2025-12-20 18:36:52.411983,0,1,30.1,13.09,18,5,2025-12-20,0,low_usage
2025-12-20 19:36:52.411983,0,1,29.8,12.91,19,5,2025-12-20,0,low_usage
2025-12-20 20:36:52.411983,1,1,28.8,11.07,20,5,2025-12-20,0,low_usage
2025-12-20 21:36:52.411983,0,1,26.7,10.21,21,5,2025-12-20,0,low_usage
2025-12-20 22:36:52.411983,1,1,24.1,11.71,22,5,2025-12-20,0,low_usage
2025-12-20 23:36:52.411983,0,1,22.7,10.84,23,5,2025-12-20,0,low_usage
2025-12-21 00:36:52.411983,1,1,23.2,11.63,0,6,2025-12-21,0,low_usage
2025-12-21 01:36:52.411983,1,1,24.4,11.13,1,6,2025-12-21,0,low_usage
2025-12-21 02:36:52.411983,0,1,24.3,11.29,2,6,2025-12-21,0,low_usage
2025-12-21 03:36:52.411983,1,1,24.6,10.6,3,6,2025-12-21,0,low_usage
2025-12-21 04:36:52.411983,0,1,27.5,11.08,4,6,2025-12-21,0,low_usage
2025-12-21 05:36:52.411983,1,1,27.5,10.97,5,6,2025-12-21,0,low_usage
2025-12-21 06:36:52.411983,1,1,27.3,10.32,6,6,2025-12-21,0,low_usage
2025-12-21 07:36:52.411983,1,1,30.6,12.6,7,6,2025-12-21,0,low_usage
2025-12-21 08:36:52.411983,0,1,31.0,13.3,8,6,2025-12-21,0,low_usage
2025-12-21 09:36:52.411983,0,1,35.2,13.16,9,6,2025-12-21,0,low_usage
2025-12-21 10:36:52.411983,2,1,36.8,13.02,10,6,2025-12-21,0,low_usage
2025-12-21 11:36:52.411983,3,1,34.4,13.53,11,6,2025-12-21,0,low_usage
2025-12-21 12:36:52.411983,2,1,35.6,13.06,12,6,2025-12-21,0,low_usage
2025-12-21 13:36:52.411983,2,1,32.8,13.97,13,6,2025-12-21,0,low_usage
2025-12-21 14:36:52.411983,3,1,34.9,13.12,14,6,2025-12-21,0,low_usage
2025-12-21 15:36:52.411983,1,1,34.9,12.88,15,6,2025-12-21,0,low_usage
2025-12-21 16:36:52.411983,0,1,32.2,12.96,16,6,2025-12-21,0,low_usage
2025-12-21 17:36:52.411983,1,1,31.2,13.04,17,6,2025-12-21,0,low_usage
2025-12-21 18:36:52.411983,1,1,29.3,13.15,18,6,2025-12-21,0,low_usage
2025-12-21 19:36:52.411983,0,1,29.9,13.48,19,6,2025-12-21,0,low_usage
2025-12-21 20:36:52.411983,1,1,27.9,10.99,20,6,2025-12-21,0,low_usage
2025-12-21 21:36:52.411983,1,1,27.2,11.46,21,6,2025-12-21,0,low_usage
2025-12-21 22:36:52.411983,0,1,26.7,11.54,22,6,2025-12-21,0,low_usage
2025-12-21 23:36:52.411983,0,1,25.6,10.09,23,6,2025-12-21,0,low_usage
2025-12-22 00:36:52.411983,1,0,23.7,10.38,0,0,2025-12-22,1,high_usage
2025-12-22 01:36:52.411983,2,0,23.5,10.55,1,0,2025-12-22,1,high_usage
2025-12-22 02:36:52.411983,2,0,27.1,10.03,2,0,2025-12-22,1,high_usage
2025-12-22 03:36:52.411983,1,0,26.2,10.09,3,0,2025-12-22,1,high_usage
2025-12-22 04:36:52.411983,1,0,29.4,10.06,4,0,2025-12-22,1,high_usage
2025-12-22 05:36:52.411983,1,0,30.3,9.94,5,0,2025-12-22,1,high_usage
2025-12-22 06:36:52.411983,1,0,30.9,10.61,6,0,2025-12-22,1,high_usage
2025-12-22 07:36:52.411983,21,0,31.9,19.54,7,0,2025-12-22,1,high_usage
2025-12-22 08:36:52.411983,38,0,32.3,21.62,8,0,2025-12-22,1,high_usage
2025-12-22 09:36:52.411983,36,0,34.9,22.38,9,0,2025-12-22,1,high_usage
2025-12-22 10:36:52.411983,71,0,38.3,25.58,10,0,2025-12-22,1,high_usage
2025-12-22 11:36:52.411983,54,0,35.1,23.75,11,0,2025-12-22,1,high_usage
2025-12-22 12:36:52.411983,63,0,36.3,24.58,12,0,2025-12-22,1,high_usage
2025-12-22 13:36:52.411983,56,0,36.7,24.55,13,0,2025-12-22,1,high_usage
2025-12-22 14:36:52.411983,53,0,37.3,24.53,14,0,2025-12-22,1,high_usage
2025-12-22 15:36:52.411983,59,0,33.4,23.59,15,0,2025-12-22,1,high_usage
2025-12-22 16:36:52.411983,44,0,31.7,21.87,16,0,2025-12-22,1,high_usage
2025-12-22 17:36:52.411983,42,0,31.5,22.42,17,0,2025-12-22,1,high_usage
2025-12-22 18:36:52.411983,19,0,31.6,20.75,18,0,2025-12-22,1,high_usage
2025-12-22 19:36:52.411983,18,0,30.9,18.32,19,0,2025-12-22,1,high_usage
2025-12-22 20:36:52.411983,1,0,29.0,9.5,20,0,2025-12-22,1,high_usage
2025-12-22 21:36:52.411983,2,0,26.3,10.61,21,0,2025-12-22,1,high_usage
2025-12-22 22:36:52.411983,2,0,25.9,9.47,22,0,2025-12-22,1,high_usage
2025-12-22 23:36:52.411983,1,0,24.4,10.35,23,0,2025-12-22,1,high_usage
2025-12-23 00:36:52.411983,1,0,26.6,9.47,0,1,2025-12-23,1,high_usage
2025-12-23 01:36:52.411983,2,0,25.1,10.52,1,1,2025-12-23,1,high_usage
2025-12-23 02:36:52.411983,1,0,25.9,10.76,2,1,2025-12-23,1,high_usage
2025-12-23 03:36:52.411983,1,0,28.0,10.39,3,1,2025-12-23,1,high_usage
2025-12-23 04:36:52.411983,2,0,28.6,10.15,4,1,2025-12-23,1,high_usage
2025-12-23 05:36:52.411983,1,0,27.5,9.99,5,1,2025-12-23,1,high_usage
2025-12-23 06:36:52.411983,1,0,31.0,10.28,6,1,2025-12-23,1,high_usage
2025-12-23 07:36:52.411983,21,0,31.1,18.24,7,1,2025-12-23,1,high_usage
2025-12-23 08:36:52.411983,46,0,35.9,24.07,8,1,2025-12-23,1,high_usage
2025-12-23 09:36:52.411983,33,0,33.6,22.37,9,1,2025-12-23,1,high_usage
2025-12-23 10:36:52.411983,58,0,33.7,22.61,10,1,2025-12-23,1,high_usage
2025-12-23 11:36:52.411983,61,0,35.3,24.08,11,1,2025-12-23,1,high_usage
2025-12-23 12:36:52.411983,65,0,35.6,23.74,12,1,2025-12-23,1,high_usage
2025-12-23 13:36:52.411983,56,0,35.1,24.3,13,1,2025-12-23,1,high_usage
2025-12-23 14:36:52.411983,61,0,34.7,23.82,14,1,2025-12-23,1,high_usage
2025-12-23 15:36:52.411983,64,0,34.7,24.0,15,1,2025-12-23,1,high_usage
2025-12-23 16:36:52.411983,32,0,33.3,22.0,16,1,2025-12-23,1,high_usage
2025-12-23 17:36:52.411983,39,0,32.5,22.64,17,1,2025-12-23,1,high_usage
2025-12-23 18:36:52.411983,22,0,32.7,21.27,18,1,2025-12-23,1,high_usage
2025-12-23 19:36:52.411983,18,0,29.0,16.86,19,1,2025-12-23,1,high_usage
2025-12-23 20:36:52.411983,1,0,29.5,10.68,20,1,2025-12-23,1,high_usage
2025-12-23 21:36:52.411983,1,0,28.0,9.3,21,1,2025-12-23,1,high_usage
2025-12-23 22:36:52.411983,1,0,26.9,10.35,22,1,2025-12-23,1,high_usage
2025-12-23 23:36:52.411983,2,0,25.2,10.05,23,1,2025-12-23,1,high_usage
2025-12-24 00:36:52.411983,2,0,28.1,9.79,0,2,2025-12-24,1,high_usage
2025-12-24 01:36:52.411983,1,0,24.1,10.28,1,2,2025-12-24,1,high_usage
2025-12-24 02:36:52.411983,2,0,25.9,9.46,2,2,2025-12-24,1,high_usage
2025-12-24 03:36:52.411983,1,0,30.1,10.48,3,2,2025-12-24,1,high_usage
2025-12-24 04:36:52.411983,2,0,29.0,9.52,4,2,2025-12-24,1,high_usage
2025-12-24 05:36:52.411983,2,0,29.0,9.81,5,2,2025-12-24,1,high_usage
2025-12-24 06:36:52.411983,1,0,31.4,9.33,6,2,2025-12-24,1,high_usage
2025-12-24 07:36:52.411983,21,0,32.9,20.2,7,2,2025-12-24,1,high_usage
2025-12-24 08:36:52.411983,38,0,32.7,21.67,8,2,2025-12-24,1,high_usage
2025-12-24 09:36:52.411983,40,0,33.2,23.03,9,2,2025-12-24,1,high_usage
2025-12-24 10:36:52.411983,56,0,35.0,23.97,10,2,2025-12-24,1,high_usage
2025-12-24 11:36:52.411983,58,0,36.5,23.91,11,2,2025-12-24,1,high_usage
2025-12-24 12:36:52.411983,57,0,36.6,25.28,12,2,2025-12-24,1,high_usage
2025-12-24 13:36:52.411983,59,0,35.5,23.81,13,2,2025-12-24,1,high_usage
2025-12-24 14:36:52.411983,57,0,37.1,24.89,14,2,2025-12-24,1,high_usage
2025-12-24 15:36:52.411983,48,0,34.6,22.64,15,2,2025-12-24,1,high_usage
2025-12-24 16:36:52.411983,35,0,34.1,22.57,16,2,2025-12-24,1,high_usage
2025-12-24 17:36:52.411983,43,0,33.0,22.74,17,2,2025-12-24,1,high_usage
2025-12-24 18:36:52.411983,18,0,30.7,20.34,18,2,2025-12-24,1,high_usage
2025-12-24 19:36:52.411983,18,0,30.5,17.86,19,2,2025-12-24,1,high_usage
2025-12-24 20:36:52.411983,1,0,29.3,10.3,20,2,2025-12-24,1,high_usage
2025-12-24 21:36:52.411983,2,0,27.7,10.23,21,2,2025-12-24,1,high_usage
2025-12-24 22:36:52.411983,2,0,26.7,9.55,22,2,2025-12-24,1,high_usage
2025-12-24 23:36:52.411983,2,0,25.9,9.89,23,2,2025-12-24,1,high_usage
2025-12-25 00:36:52.411983,2,0,26.8,10.89,0,3,2025-12-25,1,high_usage
2025-12-25 01:36:52.411983,1,0,27.1,9.61,1,3,2025-12-25,1,high_usage
2025-12-25 02:36:52.411983,2,0,30.1,9.88,2,3,2025-12-25,1,high_usage
2025-12-25 03:36:52.411983,2,0,28.9,10.0,3,3,2025-12-25,1,high_usage
